iter	Logloss
451	0.4042775987
452	0.4042190155
453	0.4041389265
454	0.4040661695
455	0.4039896852
456	0.4038805866
457	0.4038191343
458	0.403744342
459	0.4036703835
460	0.4035659686
461	0.4034833783
462	0.4034234463
463	0.4033162359
464	0.4032348227
465	0.4031978189
466	0.4031564992
467	0.4030557871
468	0.4029445796
469	0.4029007832
470	0.4028543874
471	0.4027958778
472	0.402739428
473	0.4025989411
474	0.4025543845
475	0.4025018092
476	0.4024013669
477	0.4022993796
478	0.4022134298
479	0.4021072983
480	0.4019972188
481	0.401921323
482	0.4018563886
483	0.4017573931
484	0.4016371369
485	0.4015579061
486	0.4014804654
487	0.401416659
488	0.4013515039
489	0.4012605516
490	0.4011759014
491	0.4011111142
492	0.4010510351
493	0.4009514756
494	0.4008804597
495	0.4008381836
496	0.4007990464
497	0.4007139058
498	0.4006142482
499	0.40053899
500	0.400497278
501	0.4004315098
502	0.4003955604
503	0.4003182669
504	0.4002350881
505	0.4001631894
506	0.4000877595
507	0.4000395492
508	0.3999662527
509	0.399897591
510	0.3997881245
511	0.399754186
512	0.3996700017
513	0.3996153175
514	0.3995684068
515	0.3995131832
516	0.3994262034
517	0.3993246576
518	0.3992355444
519	0.3991953282
520	0.3991304183
521	0.3990374307
522	0.3989522901
523	0.3988823777
524	0.3988166831
525	0.3987545197
526	0.3986315906
527	0.3985858569
528	0.3985374504
529	0.3984630259
530	0.3983469875
531	0.3983001014
532	0.3981876432
533	0.3980939444
534	0.3980443363
535	0.397989039
536	0.3978955855
537	0.3978199349
538	0.3977381048
539	0.397691047
540	0.3976178731
541	0.3975635813
542	0.3974682886
543	0.3973724318
544	0.3973234858
545	0.3972585759
546	0.3971893011
547	0.3971144843
548	0.3970606093
549	0.3969599217
550	0.3968710538
551	0.3968275026
552	0.3967844419
553	0.3967261529
554	0.3966839505
555	0.3965638169
556	0.3965031248
557	0.3963869883
558	0.3963275468
559	0.3962353194
560	0.39618321
561	0.3961106247
562	0.3960372057
563	0.3959990003
564	0.3959175625
565	0.3958586115
566	0.3958256293
567	0.3957560848
568	0.3956804587
569	0.3955739839
570	0.3955038508
571	0.3954063511
572	0.3953462721
573	0.3952590471
574	0.395201641
575	0.3951618907
576	0.3951039696
577	0.3950384712
578	0.3949669649
579	0.3949242474
580	0.3948200042
581	0.394773731
582	0.3947146329
583	0.3946171332
584	0.3945267694
585	0.3944275776
586	0.3943740705
587	0.3943168115
588	0.3942244124
589	0.394120586
590	0.3940817675
591	0.3940042288
592	0.3939339731
593	0.3938479252
594	0.3937740157
595	0.3937038335
596	0.3936212432
597	0.3935336014
598	0.3935199181
599	0.3934865681
600	0.393437573
601	0.3933548356
602	0.3933142516
603	0.3932109892
604	0.3931762659
605	0.3931209442
606	0.393030703
607	0.3929745965
608	0.3929201085
609	0.3928876168
610	0.3928343058
611	0.3927871499
612	0.3927194935
613	0.3926598314
614	0.3926036513
615	0.3925548769
616	0.3925095356
617	0.3924502658
618	0.3923383226
619	0.392277042
620	0.3922114945
621	0.392170935
622	0.3921241715
623	0.3920412379
624	0.3919472203
625	0.3918949393
626	0.3918036191
627	0.391692338
628	0.3916202922
629	0.3915519737
630	0.3914837288
631	0.3913881173
632	0.3913374302
633	0.3912906666
634	0.3912161196
635	0.3911698219
636	0.3910839947
637	0.3910068483
638	0.390954224
639	0.390868691
640	0.3908308045
641	0.3907780575
642	0.39070302
643	0.3906042206
644	0.3905198402
645	0.3904613306
646	0.3904179756
647	0.390362899
648	0.3902985286
649	0.3902270223
650	0.3901321464
651	0.3900614493
652	0.3900011741
653	0.389966598
654	0.3899264554
655	0.3898817762
656	0.3898145858
657	0.3897833447
658	0.3897319464
659	0.3896711808
660	0.3896238041
661	0.3895877812
662	0.3895057549
663	0.389462498
664	0.3894049693
665	0.3893362585
666	0.3892584009
667	0.3891804943
668	0.3890919206
669	0.3890330922
670	0.3889625913
671	0.3889020709
672	0.3888387549
673	0.3887914273
674	0.3887365224
675	0.3886989792
676	0.3886351237
677	0.3885583697
678	0.388467638
679	0.388369231
680	0.388311972
681	0.3882334033
682	0.3881739618
683	0.3880917149
684	0.3880901454
685	0.3880423274
686	0.3880065743
687	0.3879728319
688	0.3879420322
689	0.3878971323
690	0.3878290346
691	0.3877879846
692	0.3877491662
693	0.3876997052
694	0.3876426178
695	0.3875769723
696	0.3875066921
697	0.3874430083
698	0.3873719924
699	0.3873296183
700	0.3872651988
701	0.3872169639
702	0.3871515391
703	0.3870828773
704	0.3870157359
705	0.3869355978
706	0.3868678679
707	0.3868249298
708	0.3867755914
709	0.3867467044
710	0.3867000879
711	0.3866586947
712	0.3866135251
713	0.386564481
714	0.38645781
715	0.3864159263
716	0.3863611195
717	0.386306092
718	0.3862270819
719	0.3861559434
720	0.3861229858
721	0.3860634462
722	0.3860227396
723	0.3859868883
724	0.3859351713
725	0.3858679564
726	0.3857876957
727	0.3857677837
728	0.3856987541
729	0.3856548597
730	0.3855837947
731	0.3855268545
732	0.3854757505
733	0.3854347006
734	0.3853713356
735	0.3853164552
736	0.3852839145
737	0.3851961745
738	0.3851510539
739	0.3850860705
740	0.3850509304
741	0.3849983305
742	0.3849697623
743	0.384930993
744	0.3848525959
745	0.3847872201
746	0.3847341053
747	0.3846561742
748	0.3845653445
749	0.3845263054
750	0.3844763294
751	0.3844141415
752	0.3843380741
753	0.3842812074
754	0.3842307655
755	0.3841582538
756	0.3840791211
757	0.3839929016
758	0.3839483695
759	0.3839020718
760	0.3838667356
761	0.3838081523
762	0.3837688435
763	0.3836767877
764	0.3836067772
765	0.3835581745
766	0.3835038336
767	0.3834575605
768	0.3834207283
769	0.3833551563
770	0.3833162398
771	0.3832325706
772	0.3831582687
773	0.3831002495
774	0.3830398272
775	0.3829683944
776	0.3829370307
777	0.3828637097
778	0.3827558372
779	0.3826826143
780	0.3826243744
781	0.382583913
782	0.3825256241
783	0.382481092
784	0.3824407532
785	0.3823638275
786	0.3823229493
787	0.3822753765
788	0.3822308689
789	0.3821417558
790	0.3820831726
791	0.3820228728
792	0.3819457019
793	0.381871964
794	0.3818371672
795	0.3817731401
796	0.3817449888
797	0.3816910893
798	0.3816390045
799	0.3815891511
